"Company.Name","Subindustry","Address","Phone","Postcode","Latitude","Longitude","Community.Board","Community.Council","Census.Tract","BIN","BBL","NTA","Rating","Review","Price","Yelp.Category","Hotel.Rating(~100)","Hotel.Price(~100)","Hotel.Review(~100)","Hotel.Count(~100)","Hotel.Rating(~200)","Hotel.Price(~200)","Hotel.Review(~200)","Hotel.Count(~200)","Hotel.Rating(200~400)","Hotel.Price(200~400)","Hotel.Review(200~400)","Hotel.Count(200~400)","Hotel.Rating(400~600)","Hotel.Price(400~600)","Hotel.Review(400~600)","Hotel.Count(400~600)","Hotel.Rating(600~800)","Hotel.Price(600~800)","Hotel.Review(600~800)","Hotel.Count(600~800)","Hotel.Rating(800~)","Hotel.Price(800~)","Hotel.Review(800~)","Hotel.Count(800~)"
"Saigon 48","Vietnamese","234 W 48th St","2122478669",10036,40.760454,-73.985655,5,3,125,1024764,1010190055,"Midtown-Midtown South                                                      ",3,197,2,"vietnamese",3,2.2,193.2,5,3.01538461538462,2.30769230769231,190.153846153846,13,4.21538461538462,3.15384615384615,320.538461538462,18,2.73076923076923,1.84615384615385,94.0769230769231,10,0,0,0,0,0,0,0,0
"Inakaya","Japanese","620 Eighth Ave","2123542130",10018,40.756039,-73.990651,5,3,113,1087186,1010127501,"Midtown-Midtown South                                                      ",3.5,465,3,"japanese",NA,NA,NA,0,3.5,3,242,1,12.8,8,1087,5,40.2,29,2650,12,49,34,1925,15,24,21,1958,8
"Schnipper's Quality Kitchen","American","620 Eighth Ave","2129212400",10018,40.756039,-73.990651,5,3,113,1087186,1010127501,"Midtown-Midtown South                                                      ",3.5,820,2,"burgers",NA,NA,NA,0,3.5,3,242,1,12.8,8,1087,5,40.2,29,2650,12,49,34,1925,15,24,21,1958,8
"McDonald's","Fast Food","1651 Broadway","2125865530",10019,40.762164,-73.983575,5,3,131,1024817,1010230018,"Midtown-Midtown South                                                      ",2,46,1,"hotdogs",2.66666666666667,2.66666666666667,288.333333333333,3,3.05555555555556,2.44444444444444,239.222222222222,9,3.77777777777778,3.11111111111111,215.333333333333,11,4.38888888888889,2.77777777777778,258.555555555556,12,2.66666666666667,1.88888888888889,159.555555555556,8,0.5,0.333333333333333,0.888888888888889,1
"Starbucks","Coffee","1530 Broadway","2123912079",10036,40.757674,-73.985121,5,4,119,1022624,1009970001,"Midtown-Midtown South                                                      ",2.5,17,2,"coffee",3.5,3,750,1,3.41875,2.4375,193.75,16,2.6125,1.9375,155.8125,15,1.75,1.1875,87.25,8,0.3125,0.375,54.5625,2,0,0,0,0
"Sardi's Restaurant","American","234-236 W 44th St","2122218440",10036,40.757921,-73.987421,5,3,119,1024707,1010150049,"Midtown-Midtown South                                                      ",3.5,404,3,"tradamerican",2.75,2,273.5,2,2.5,1.85714285714286,334.714285714286,7,12.5714285714286,8.71428571428571,508.714285714286,26,1.5,1,54.1428571428571,3,1.92857142857143,2,225.571428571429,5,0,0,0,0
"Dean & Deluca","Deli","560 Broadway","2128696890",10012,40.723909,-73.998048,2,1,43,1007567,1004970018,"SoHo-TriBeCa-Civic Center-Little Italy                                     ",4,580,3,"gourmet",NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,Inf,Inf,Inf,41
"Library Bar","American","235 W 46th St","2128274183",10036,40.759132,-73.986348,5,3,125,1024737,1010180006,"Midtown-Midtown South                                                      ",3.5,3,3,"lounges",2.6,2,302.5,2,2.96666666666667,2.44444444444444,255.777777777778,9,8.53333333333333,5.66666666666667,412.666666666667,24,2.88888888888889,2.44444444444444,205.111111111111,8,0,0,0,0,0,0,0,0
"La Rivista Ristorante","Italian","313 W 46th St","2122451707",10036,40.760082,-73.98859,4,3,127,1025051,1010370025,"Clinton                                                                    ",3,69,3,"italian",3.16666666666667,2,34,3,2.71666666666667,1.5,148.166666666667,6,7.2,5.66666666666667,618.333333333333,14,10.75,7.66666666666667,424.833333333333,19,0.916666666666667,1,119,2,0,0,0,0
"Broadway Joe Steakhouse","Steakhouse","315 W 46th St","2122466513",10036,40.760098,-73.988629,4,3,127,1075688,1010370024,"Clinton                                                                    ",2.5,49,3,"steak",3.16666666666667,2,34,3,2.71666666666667,1.5,148.166666666667,6,7.2,5.66666666666667,618.333333333333,14,10.75,7.66666666666667,424.833333333333,19,0.916666666666667,1,119,2,0,0,0,0
"Bistecca Fiorentina","Steakhouse","317 W 46th St","2122583232",10036,40.760114,-73.988669,4,3,127,1078871,1010370023,"Clinton                                                                    ",4,105,3,"italian",3.16666666666667,2,34,3,2.71666666666667,1.5,148.166666666667,6,7.2,5.66666666666667,618.333333333333,14,10.75,7.66666666666667,424.833333333333,19,0.916666666666667,1,119,2,0,0,0,0
"Gourmet New York","Deli","680 Eighth Ave",NA,10036,40.757998,-73.989218,5,3,119,1024703,1010150001,"Midtown-Midtown South                                                      ",2.5,47,2,"grocery",2.1,1.33333333333333,321.666666666667,3,2.36,1.6,264.2,5,6.74,4.8,478,10,12.5,8.8,462.6,19,3.7,3.2,352.2,6,0.6,0.6,15.4,1
"Port Gourmet Deli","Deli","681 Eighth Ave","2122453168",10036,40.758007,-73.98924,4,3,121,1024967,1010340029,"Clinton                                                                    ",2.5,47,2,"grocery",2.1,1.33333333333333,321.666666666667,3,2.36,1.6,264.2,5,6.74,4.8,478,10,12.5,8.8,462.6,19,3.7,3.2,352.2,6,0.6,0.6,15.4,1
"McDonald's","Fast Food","220 W 42nd St","2122217664",10036,40.756412,-73.987858,5,3,113,1024663,1010130042,"Midtown-Midtown South                                                      ",2.5,86,1,"hotdogs",3.33333333333333,2.33333333333333,121.333333333333,3,3.375,2.5,199.25,4,10.875,7.5,810.75,14,12.125,8.5,466,15,3.125,2.25,211.75,4,2.875,3,277.75,4
"McDonald's","Fast Food","688 Eighth Ave","2122213941",10036,40.758218,-73.989059,5,3,119,1024704,1010150004,"Midtown-Midtown South                                                      ",1.5,32,1,"hotdogs",1.4,0.5,266,2,2.36,1.6,264.2,5,7.24,5.2,495.6,11,12,8.4,445,18,4.3,3.8,367.6,7,0,0,0,0
"Robert Emmett's Bar & Restaurant","American","694 Eighth Ave","2123029999",10036,40.758383,-73.98894,5,3,119,1078853,1010150061,"Midtown-Midtown South                                                      ",2.5,46,2,"newamerican",1.4,0.5,266,2,2.36,1.6,264.2,5,7.24,5.2,495.6,11,12.8,8.8,477.4,19,3.5,3.4,335.2,6,0,0,0,0
"1657 Broadway Deli, Ltd.","Deli","1651-1665 Broadway","2129560099",10019,40.762164,-73.983575,5,3,131,1024817,1010230018,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,2.66666666666667,2.66666666666667,288.333333333333,3,3.05555555555556,2.44444444444444,239.222222222222,9,3.77777777777778,3.11111111111111,215.333333333333,11,4.38888888888889,2.77777777777778,258.555555555556,12,2.66666666666667,1.88888888888889,159.555555555556,8,0.5,0.333333333333333,0.888888888888889,1
"Hard Rock Cafe","American","1501 Broadway","2123433355",10036,40.757103,-73.986193,5,3,119,1024706,1010150029,"Midtown-Midtown South                                                      ",3,670,2,"tradamerican",NA,NA,NA,0,3.41666666666667,2.5,288.5,6,11.0833333333333,8,552.833333333333,22,4.16666666666667,2.66666666666667,178.833333333333,7,2.91666666666667,2.66666666666667,290.166666666667,6,0,0,0,0
"Planet Hollywood","American","1540 Broadway","2123337827",10036,40.757847,-73.985009,5,4,119,1076844,1009987501,"Midtown-Midtown South                                                      ",3,303,2,"tradamerican",3.5,3,750,1,3.2625,2.4375,190.25,16,3.01875,2.0625,175.25,16,1.8125,1.4375,125.875,9,0,0,0,0,0,0,0,0
"B. Smith's Restaurant Row","American","320 W 46th St","2123151100",10036,40.760136,-73.988759,4,3,121,1025014,1010360041,"Clinton                                                                    ",3,198,3,"tradamerican",5,2,56,1,2.71666666666667,1.5,148.166666666667,6,7.2,5.66666666666667,618.333333333333,14,10.75,7.66666666666667,424.833333333333,19,0.916666666666667,1,119,2,0,0,0,0
"Orso","Italian","322 W 46th St","2124897212",10036,40.760153,-73.988803,4,3,121,1025032,1010360142,"Clinton                                                                    ",4,151,3,"italian",5,2,56,1,2.71666666666667,1.5,148.166666666667,6,7.2,5.66666666666667,618.333333333333,14,10.75,7.66666666666667,424.833333333333,19,0.916666666666667,1,119,2,0,0,0,0
"Joe Allen","American","326 W 46th St","2125816464",10036,40.760186,-73.988882,4,3,121,1025016,1010360044,"Clinton                                                                    ",4,314,2,"tradamerican",5,2,56,1,2.71666666666667,1.5,148.166666666667,6,7.2,5.66666666666667,618.333333333333,14,10.75,7.66666666666667,424.833333333333,19,0.916666666666667,1,119,2,0,0,0,0
"O'Flaherty's Ale House & Restaurant","American","334 W 46th St","2125819366",10036,40.760254,-73.989045,4,3,121,1025018,1010360047,"Clinton                                                                    ",3,66,2,"irish",5,2,56,1,2.46,1.4,126.8,5,8.14,6.2,740.4,13,12.9,9.4,507,19,2.4,2,198.2,4,0,0,0,0
"Sangria 46","Spanish","338 W 46th St","2125818482",10036,40.76029,-73.989124,4,3,121,1082452,1010360149,"Clinton                                                                    ",3.5,334,2,"spanish",5,2,56,1,2.46,1.4,126.8,5,8.14,6.2,740.4,13,12.1,8.8,502.6,18,3.2,2.6,202.6,5,0,0,0,0
"Le Rivage","French","340 W 46th St","2127657374",10036,40.760307,-73.989167,4,3,121,1025020,1010360049,"Clinton                                                                    ",3.5,310,3,"french",5,2,56,1,2.46,1.4,126.8,5,7.44,5.6,691,12,11.1,8.4,519.6,17,4.9,3.6,235,7,0,0,0,0
"Da Rosina Ristorante Italiano","Italian","342 W 46th St","2129777373",10036,40.760323,-73.989207,4,3,121,1025021,1010360050,"Clinton                                                                    ",3,133,2,"italian",5,2,56,1,2.46,1.4,126.8,5,6.74,5,642.6,11,11.8,9,568,18,4.9,3.6,235,7,0,0,0,0
"EZ Deil and NY Nail Land","Deli","1625 Broadway","2123335650",10019,40.761223,-73.984207,5,3,125,1024801,1010210043,"Midtown-Midtown South                                                      ",4.5,3,1,NA,3,2.25,166.25,4,3.11111111111111,2.44444444444444,180.222222222222,9,5.8,4.66666666666667,426.222222222222,17,4.58888888888889,2.77777777777778,239.333333333333,13,0.888888888888889,0.666666666666667,27.7777777777778,2,0,0,0,0
"Dunkin' Donuts","Coffee","210 W 50th St","2127574617",10019,40.76156,-73.984395,5,3,125,1024802,1010210045,"Midtown-Midtown South                                                      ",2.5,17,1,"donuts",3,2,130.666666666667,3,3.05,2.4,187.7,10,3.87,3.3,324.5,13,4.78,3,242.5,15,1.25,0.8,31.5,3,0,0,0,0
"Famous Famiglia Pizzeria","Pizza","1630 Broadway","2123334646",10019,40.761327,-73.984106,5,4,125,1024799,1010210037,"Midtown-Midtown South                                                      ",3,74,1,"pizza",2.83333333333333,2.33333333333333,193,3,3.05,2.5,185.8,10,4.97,3.9,360,16,4.13,2.5,215.4,13,0.8,0.6,25,2,0,0,0,0
"Italia Mia Pizza","Pizza","1674 Broadway","2122651414",10019,40.762861,-73.983109,5,4,131,1024831,1010240131,"Midtown-Midtown South                                                      ",3.5,10,1,"pizza",2.83333333333333,3,344.666666666667,3,2.83333333333333,2.66666666666667,286.5,6,4.5,3.16666666666667,211.666666666667,8,6.86666666666667,5.16666666666667,420.833333333333,13,6.05,3.83333333333333,349.666666666667,12,1.33333333333333,1,41.6666666666667,2
"Club House Caf̩","Spanish","155 W 46th St","2123543838",10036,40.758031,-73.983746,5,4,125,1022662,1009990008,"Midtown-Midtown South                                                      ",3.5,35,2,"sportsbars",3.21428571428571,2.42857142857143,99.1428571428571,7,3.375,2.5,182.1875,16,1.7,1.1875,115.625,9,3.01875,2.25,193.5625,16,0,0,0,0,0,0,0,0
"Restaurant","American","155 W 46th St","2128690900",10036,40.758031,-73.983746,5,4,125,1022662,1009990008,"Midtown-Midtown South                                                      ",3,228,3,"french",3.21428571428571,2.42857142857143,99.1428571428571,7,3.375,2.5,182.1875,16,1.7,1.1875,115.625,9,3.01875,2.25,193.5625,16,0,0,0,0,0,0,0,0
"TGI Friday's","American","1552 Broadway","2129447352",10036,40.758665,-73.984977,5,4,125,1022660,1009990001,"Midtown-Midtown South                                                      ",1.5,125,2,"tradamerican",3.5,3,473.333333333333,3,3.26666666666667,2.58333333333333,224.083333333333,12,5.275,3.58333333333333,280.666666666667,21,2.25,1.75,150.416666666667,8,0,0,0,0,0,0,0,0
"Meson Sevilla Ristorante","Spanish","344 W 46th St","2122625890",10036,40.760342,-73.989247,4,3,121,1025022,1010360051,"Clinton                                                                    ",3.5,194,2,"spanish",5,2,56,1,2.46,1.4,126.8,5,6.74,5,642.6,11,11.1,8.8,565.6,17,5.6,3.8,237.4,8,0,0,0,0
"Danny's Grand Sea Palace","Seafood","346 W 46th St","2122658130",10036,40.760359,-73.989286,4,3,121,1080885,1010360052,"Clinton                                                                    ",4,2,2,"thai",5,2,56,1,2.46,1.4,126.8,5,6.74,5,642.6,11,11.1,8.8,565.6,17,5.6,3.8,237.4,8,0,0,0,0
"Sushi of Gari","Japanese","347 W 46th St","2129570046",10036,40.760373,-73.989276,4,3,127,1025048,1010370012,"Clinton                                                                    ",4,591,4,"sushi",5,2,56,1,2.46,1.4,126.8,5,6.74,5,642.6,11,11.1,8.8,565.6,17,5.6,3.8,237.4,8,0,0,0,0
"Swing 46 Jazz and Supper Club","American","349 W 46th St","2122629554",10036,40.760392,-73.989315,4,3,127,1025047,1010370010,"Clinton                                                                    ",3.5,226,3,"newamerican",5,2,56,1,2.46,1.4,126.8,5,6.04,4.4,492.6,10,11.8,9.4,715.6,18,5.6,3.8,237.4,8,0,0,0,0
"Bourbon Street Bar & Grille","Cajun","346 W 46th St","2122452030",10036,40.760359,-73.989286,4,3,121,1080885,1010360052,"Clinton                                                                    ",3.5,745,2,"cajun",5,2,56,1,2.46,1.4,126.8,5,6.74,5,642.6,11,11.1,8.8,565.6,17,5.6,3.8,237.4,8,0,0,0,0
"Ocha Sushi","Japanese","350 W 46th St","2125813198",10036,40.760395,-73.989369,4,3,121,1025023,1010360053,"Clinton                                                                    ",3.5,110,2,"sushi",5,2,56,1,2.46,1.4,126.8,5,6.04,4.4,492.6,10,11.2,9,681,17,6.2,4.2,272,9,0,0,0,0
"Becco","Italian","355 W 46th St","2123977597",10036,40.760441,-73.989438,4,3,127,1025046,1010370009,"Clinton                                                                    ",3.5,2368,3,"italian",5,2,56,1,2.375,1.5,25.5,4,7.5,5,680.5,10,14.25,11.5,802.5,17,8.25,5.75,457,10,0,0,0,0
"Capri Ristorante - CLOSED","Italian","358 W 46th St","2125825850",10036,40.760463,-73.989528,4,3,121,1025025,1010360057,"Clinton                                                                    ",NA,NA,NA,NA,5,2,56,1,2.375,1.5,25.5,4,7.5,5,680.5,10,8.75,7,539.75,10,13.75,10.25,719.75,17,0,0,0,0
"Paramount Cafe","Deli","1501 Broadway, Suite# 2009","2123916675",10036,40.757103,-73.986193,5,3,119,1024706,1010150029,"Midtown-Midtown South                                                      ",3.5,4,4,"delis",NA,NA,NA,0,3.41666666666667,2.5,288.5,6,11.0833333333333,8,552.833333333333,22,4.16666666666667,2.66666666666667,178.833333333333,7,2.91666666666667,2.66666666666667,290.166666666667,6,0,0,0,0
"Viva Pancho","Mexican","156 W 44th St","2129449747",10036,40.756746,-73.984634,5,4,119,1022622,1009960056,"Midtown-Midtown South                                                      ",3,32,2,"mexican",3.58333333333333,2.5,157.166666666667,6,3.54166666666667,2.33333333333333,175.416666666667,12,2.89166666666667,2.33333333333333,189.75,11,2.9,1.91666666666667,144.916666666667,12,1.45833333333333,1.33333333333333,145.083333333333,6,0,0,0,0
"Lattanzi Restaurant","Italian","359 W 46th St","2123150980",10036,40.760477,-73.989521,4,3,127,1025044,1010370007,"Clinton                                                                    ",3.5,196,3,"italian",5,2,56,1,2.375,1.5,25.5,4,7.5,5,680.5,10,8.75,7,539.75,10,13.75,10.25,719.75,17,0,0,0,0
"Aramark Services, Inc.","Catering","230 W 41st St",NA,10036,40.755802,-73.988482,5,3,113,1080830,1010120015,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,4.5,3,8,1,3.375,2.5,199.25,4,5.325,3.5,482.25,7,14.3,10.25,594.5,18,4,2.75,230,5,5.375,4.75,459.5,7
"City Chow","Deli","1633 Broadway","2124450600",10019,40.761574,-73.983962,5,3,131,1024812,1010220043,"Midtown-Midtown South                                                      ",2,9,1,"newamerican",2.5,2,120,1,2.9,2.5,235.2,10,4.02,3.2,277,13,4.78,3,242.5,15,1.25,0.8,31.5,3,0,0,0,0
"Cosi","Deli","1633 Broadway","2123972674",10019,40.761574,-73.983962,5,3,131,1024812,1010220043,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,2.5,2,120,1,2.9,2.5,235.2,10,4.02,3.2,277,13,4.78,3,242.5,15,1.25,0.8,31.5,3,0,0,0,0
"Mars 2112","American","1633 Broadway, Suite# B","2125822112",10019,40.761574,-73.983962,5,3,131,1024812,1010220043,"Midtown-Midtown South                                                      ",2.5,3,1,"amusementparks",2.5,2,120,1,2.9,2.5,235.2,10,4.02,3.2,277,13,4.78,3,242.5,15,1.25,0.8,31.5,3,0,0,0,0
"Bangkok House","Thai","360 W 46th St","2125415943",10036,40.76048,-73.989571,4,3,121,1025033,1010360157,"Clinton                                                                    ",3.5,189,2,"thai",5,2,56,1,2.375,1.5,25.5,4,7.5,5,680.5,10,8.75,7,539.75,10,13.75,10.25,719.75,17,0,0,0,0
"The House of Brews","American","363 W 46th St","2122450551",10036,40.76051,-73.9896,4,3,127,1025043,1010370006,"Clinton                                                                    ",4,191,2,"sportsbars",5,2,56,1,3.16666666666667,2,34,3,10,6.66666666666667,907.333333333333,11,11.6666666666667,9.33333333333333,719.666666666667,10,18.3333333333333,13.6666666666667,959.666666666667,17,0,0,0,0
"Tramonti","Italian","364 W 46th St","2129747464",10036,40.760513,-73.989651,4,3,121,1025027,1010360059,"Clinton                                                                    ",3.5,2368,3,"italian",5,2,56,1,3.16666666666667,2,34,3,8.83333333333333,5.66666666666667,766.333333333333,10,12.8333333333333,10.3333333333333,860.666666666667,11,18.3333333333333,13.6666666666667,959.666666666667,17,0,0,0,0
"Firebird Restaurant","Russian","365 W. 46th Street","2125860244",10036,40.760529,-73.98964,4,3,127,1025080,1010370105,"Clinton                                                                    ",3,180,4,"russian",5,2,56,1,3.16666666666667,2,34,3,8.83333333333333,5.66666666666667,766.333333333333,10,12.8333333333333,10.3333333333333,860.666666666667,11,18.3333333333333,13.6666666666667,959.666666666667,17,0,0,0,0
"Joshua Tree - CLOSED","American","368 W 46th St","2124891920",10036,40.760548,-73.989734,4,3,121,1025028,1010360060,"Clinton                                                                    ",2.5,36,2,"tradamerican",5,2,56,1,3.16666666666667,2,34,3,8.83333333333333,5.66666666666667,766.333333333333,10,12.8333333333333,10.3333333333333,860.666666666667,11,18.3333333333333,13.6666666666667,959.666666666667,17,0,0,0,0
"McDonald's","Fast Food","1560 Broadway, Suite# 1651","2129218900",10036,40.75886,-73.984843,5,4,125,1022661,1009990003,"Midtown-Midtown South                                                      ",2.5,59,1,"burgers",3.625,3,390.75,4,3.16923076923077,2.53846153846154,225.153846153846,13,4.86923076923077,3.30769230769231,276.769230769231,21,1.92307692307692,1.46153846153846,102.846153846154,7,0,0,0,0,0,0,0,0
"Ritz Bar & Lounge","Bar / Lounge","369 W 46th St","2129773884",10036,40.760562,-73.989723,4,3,127,1025079,1010370103,"Clinton                                                                    ",NA,NA,NA,NA,5,2,56,1,3.16666666666667,2,34,3,8.83333333333333,5.66666666666667,766.333333333333,10,12.8333333333333,10.3333333333333,860.666666666667,11,18.3333333333333,13.6666666666667,959.666666666667,17,0,0,0,0
"Deacon Brodie's Tavern","Bar / Lounge","370 W 46th St","2122621452",10036,40.760565,-73.989774,4,3,121,1025035,1010360161,"Clinton                                                                    ",4,66,2,"pubs",5,2,56,1,3.16666666666667,2,34,3,7.83333333333333,5,704.333333333333,9,13.8333333333333,11,922.666666666667,12,18.3333333333333,13.6666666666667,959.666666666667,17,0,0,0,0
"Pomaire","Chilean","371 W 46th St","2129563055",10036,40.760578,-73.989763,4,3,127,1025078,1010370102,"Clinton                                                                    ",4,42,2,"bakeries",5,2,56,1,3.16666666666667,2,34,3,8.83333333333333,5.66666666666667,766.333333333333,10,12.8333333333333,10.3333333333333,860.666666666667,11,18.3333333333333,13.6666666666667,959.666666666667,17,0,0,0,0
"Red Lobster","Seafood","5 Times Sq","2127306706",10036,40.755709,-73.987208,5,3,113,1024656,1010130029,"Midtown-Midtown South                                                      ",3,501,2,"seafood",4.5,3,8,1,3.33333333333333,2.33333333333333,121.333333333333,3,13.3333333333333,9,1002,13,15,11.3333333333333,669,14,6.33333333333333,4.33333333333333,404,6,5.16666666666667,4.66666666666667,424.333333333333,5
"Pig 'N' Whistle","American","165 W 47th St
store front","2123020112",10036,40.758744,-73.983504,5,4,125,1083718,1010000001,"Midtown-Midtown South                                                      ",3,111,2,"irish",2.5,2.5,31,2,3.34615384615385,2.46153846153846,179.461538461538,13,4.01538461538462,3,226.769230769231,17,2.6,1.84615384615385,198.538461538462,11,0,0,0,0,0,0,0,0
"Roxy Deli","Deli","1565 Broadway","2129213333",10036,40.759192,-73.985186,5,3,125,1024749,1010180139,"Midtown-Midtown South                                                      ",2.5,232,2,"delis",3.24,2.6,283.6,5,3.13333333333333,2.66666666666667,286.888888888889,9,9.03333333333333,6,444.333333333333,26,2.22222222222222,1.88888888888889,142.333333333333,6,0,0,0,0,0,0,0,0
"Blue Fin","Seafood","W Times Square
1567 Broadway","2129181400",10036,40.756582,-73.989637,5,3,113,1000000,1009950001,"Midtown-Midtown South                                                      ",3.5,842,3,"sushi",3.5,3,242,1,3.375,2.5,199.25,4,2.125,1.5,388.5,4,18,12.25,749.75,21,4.5,3.25,209,6,4.375,4.25,419,6
"The Whiskey","Bar / Lounge","1567 Broadway","2129307444",10036,40.759247,-73.985168,5,3,125,1024742,1010187501,"Midtown-Midtown South                                                      ",2.5,15,3,"lounges",3.5,2.75,286.5,4,3.12,2.6,276.8,10,7.48,4.9,357.1,24,2.35,2,152.3,7,0,0,0,0,0,0,0,0
"Aspen Social Club","American","157 W 47th St","2122217200",10036,40.758678,-73.983342,5,4,125,1022676,1010000007,"Midtown-Midtown South                                                      ",3,225,3,"lounges",3.2,2.4,79.6,5,3.34615384615385,2.46153846153846,179.461538461538,13,3.70769230769231,2.84615384615385,207.153846153846,16,2.90769230769231,2,218.153846153846,12,0,0,0,0,0,0,0,0
"Times Deli Caf̩","Deli","158 W 44th St","2129441234",10036,40.756763,-73.98467,5,4,119,1022623,1009960156,"Midtown-Midtown South                                                      ",2.5,31,2,"delis",3.58333333333333,2.5,157.166666666667,6,3.54166666666667,2.33333333333333,175.416666666667,12,2.89166666666667,2.33333333333333,189.75,11,2.9,1.91666666666667,144.916666666667,12,1.45833333333333,1.33333333333333,145.083333333333,6,0,0,0,0
"Starbucks","Coffee","1585 Broadway","2125417515",10036,40.760216,-73.985334,5,3,125,1076193,1010197502,"Midtown-Midtown South                                                      ",3.5,108,2,"coffee",2.875,2.25,220,4,3.01538461538462,2.30769230769231,190.153846153846,13,4.94615384615385,3.53846153846154,339.692307692308,21,2,1.46153846153846,74.9230769230769,7,0,0,0,0,0,0,0,0
"vacant (former starbucks)","Coffee","1600 Broadway","2122451936",10019,40.76035,-73.984713,5,4,125,1087187,1010207502,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,3.125,2.5,172.5,4,3.07,2.4,217.1,10,7.03,5.1,424.7,22,2.85,2,144.4,9,0,0,0,0,0,0,0,0
"Spotlight Times Square","American","1604-1610 Broadway","2129776773",10019,40.760487,-73.984648,5,4,125,1024779,1010200038,"Midtown-Midtown South                                                      ",3,186,2,"hotels",3,2.25,158.25,4,3.16666666666667,2.44444444444444,211,9,7.72222222222222,5.66666666666667,495,22,3,2.11111111111111,166.666666666667,9,0.5,0.333333333333333,0.888888888888889,1,0,0,0,0
"San Leone","Italian","1674 Broadway","2122651414",10019,40.762861,-73.983109,5,4,131,1024831,1010240131,"Midtown-Midtown South                                                      ",3.5,10,1,"pizza",2.83333333333333,3,344.666666666667,3,2.83333333333333,2.66666666666667,286.5,6,4.5,3.16666666666667,211.666666666667,8,6.86666666666667,5.16666666666667,420.833333333333,13,6.05,3.83333333333333,349.666666666667,12,1.33333333333333,1,41.6666666666667,2
"Ellen's Stardust Diner","American","1650 Broadway","2129565151",10019,40.761964,-73.983684,5,4,131,1024811,1010220035,"Midtown-Midtown South                                                      ",3.5,1320,2,"diners",2.25,2,294,2,3.05,2.5,242.6,10,3.52,2.9,194.6,12,3.83,2.4,239.3,12,2.55,1.7,109.7,7,0,0,0,0
"New York Bagel Company","Deli","1674 Broadway","2123977720",10019,40.762861,-73.983109,5,4,131,1024831,1010240131,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,2.83333333333333,3,344.666666666667,3,2.83333333333333,2.66666666666667,286.5,6,4.5,3.16666666666667,211.666666666667,8,6.86666666666667,5.16666666666667,420.833333333333,13,6.05,3.83333333333333,349.666666666667,12,1.33333333333333,1,41.6666666666667,2
"Crumbs","Dessert","1675 Broadway","2127949800",10019,40.762963,-73.983073,5,3,131,1076199,1010240015,"Midtown-Midtown South                                                      ",3.5,109,2,"bakeries",2.83333333333333,3,344.666666666667,3,2.83333333333333,2.66666666666667,286.5,6,4.5,3.16666666666667,211.666666666667,8,6.86666666666667,5.16666666666667,420.833333333333,13,6.05,3.83333333333333,349.666666666667,12,1.33333333333333,1,41.6666666666667,2
"Olive Garden Italian Restaurant","Italian","2 Times Sq","2123333254",10036,40.75931,-73.984857,5,4,125,1024757,1010197501,"Midtown-Midtown South                                                      ",3,522,2,"italian",3.5,2.75,286.5,4,3.01818181818182,2.54545454545455,252.454545454545,11,6.61818181818182,4.27272727272727,323.818181818182,23,2.13636363636364,1.81818181818182,138.454545454545,7,0,0,0,0,0,0,0,0
"Playwright Bar And Restaurant","American","202 W 49th St","2122629263",10019,40.760559,-73.983991,5,4,125,1024786,1010200136,"Midtown-Midtown South                                                      ",3.5,264,2,"tradamerican",3,3,273,1,3.13636363636364,2.45454545454545,224,11,5.33636363636364,4.09090909090909,306,19,2.89090909090909,1.81818181818182,184,10,0.409090909090909,0.272727272727273,0.727272727272727,1,0,0,0,0
"Dean & Deluca","Deli","620 Eighth Ave","2122210308",10018,40.756039,-73.990651,5,3,113,1087186,1010127501,"Midtown-Midtown South                                                      ",3,223,2,"cafes",NA,NA,NA,0,3.5,3,242,1,12.8,8,1087,5,40.2,29,2650,12,49,34,1925,15,24,21,1958,8
"Subway","Fast Food","214 W 50th St","2122651822",10019,40.761585,-73.984456,5,3,125,1024803,1010210048,"Midtown-Midtown South                                                      ",3,9,1,"sandwiches",3,2,130.666666666667,3,3.05,2.4,187.7,10,3.87,3.3,324.5,13,4.78,3,242.5,15,1.25,0.8,31.5,3,0,0,0,0
"Europa Caf̩","Deli","218 W 42nd St","2126641820x14",10036,40.756382,-73.987789,5,3,113,1024662,1010130041,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,4,3,125,2,3.375,2.5,199.25,4,10.875,7.5,810.75,14,12.125,8.5,466,15,3.125,2.25,211.75,4,2.875,3,277.75,4
"Uncle A's Mini Mart","Deli","220 W 41st St","2129217185",10036,40.755717,-73.98828,5,3,113,1080831,1010120042,"Midtown-Midtown South                                                      ",NA,NA,NA,NA,4.5,3,8,1,3.375,2.5,199.25,4,5.325,3.5,482.25,7,14.3,10.25,594.5,18,4,2.75,230,5,5.375,4.75,459.5,7
