"CompanyName","Subindustry","Address","Phone","Latitude","Longitude","Rating","Review","Price","YelpCategory","ID","Category2ndLevel"
"Saju French Bistro @ Hotel Mela","French","120 W 44th St, New York, NY 10036","212977saju",40.756461,-73.983952,NA,NA,NA,NA,"food_198","Europe"
"N Valenti Restaurant Associates","Catering","120 W 45th St, New York, NY 10036","2127898145",40.757117,-73.983544,NA,NA,NA,NA,"food_199","Other"
"Patina Restaurant Group","Catering","120 W 45th St, New York, NY 10036","2127898100",40.757117,-73.983544,NA,NA,NA,NA,"food_200","Other"
"Connolly's Pub And Restaurant","Bar / Lounge","121 W 45th St, New York, NY 10036","2125975126",40.75713,-73.983533,3.5,307,2,"burgers","food_201","North American"
"Cafe Un Deux Trois","French","123 W 44th St, New York, NY 10036","2123544148",40.756491,-73.983977,3.5,482,2,"french","food_202","Europe"
"The Perfect Pint","Bar / Lounge","123 W 45th St, New York, NY 10036","2123541099",40.757147,-73.983573,3.5,323,2,"tradamerican","food_203","North American"
"Duvel Bar Rest","Belgian","125 W 43rd St, New York, NY 10036","2127680200",40.75586,-73.984418,3.5,466,2,"pubs","food_204","Europe"
"Trattoria Dopo Teatro","Italian","125 W 44th St, New York, NY 10036","2128692849",40.756505,-73.984017,3,116,2,"italian","food_205","Europe"
"H&B Heartland Burgers","American","127 W 43rd St, New York, NY 10036","6463660235",40.755873,-73.984454,3.5,532,2,"tradamerican","food_206","North American"
"Heartland Brewery","American","127 W 43rd St, New York, NY 10036","2123660235",40.755873,-73.984454,3.5,532,2,"tradamerican","food_207","North American"
"Cafe O","American","130 W 42nd St, New York, NY 10036","2128524900",40.755278,-73.985172,3,37,1,"delis","food_208","North American"
"NIOS Restaurant @ Muse Hotel","American","130 W 46th St, New York, NY 10036","2124852400",40.757814,-73.98328,4,208,3,"hotels","food_209","North American"
"O'Brien's Bar and Grill","Bar / Lounge","134 W 46th St, New York, NY 10036","2123911516",40.757847,-73.98336,3.5,131,2,"pubs","food_210","North American"
"Pronto Pizza-Lemlen Pizza","Pizza","135 W 41st St, New York, NY 10036","2122218886",40.754691,-73.985797,3.5,90,1,"pizza","food_211","Pizza"
"Bobby Vans","Steakhouse","135 W 50th St, New York, NY 10020","2129575050",40.760374,-73.981533,3.5,265,3,"steak","food_212","Steakhouse"
"Bocca To Go Cucian Italiana","Italian","135 W 50th St, New York, NY 10020","2125823000",40.760374,-73.981533,3.5,124,2,"sushi","food_213","Europe"
"Pret a Manger","Deli","135 W 50th St, New York, NY 10020","2124896458",40.760374,-73.981533,4,121,1,"sandwiches","food_214","Deli"
"Dave & Buster's","American","2481 Manana Drive, New York, NY NA","6464952015",NA,NA,3,707,2,"tradamerican","food_215","North American"
"Qdoba Mexican Grill","Mexican","135 W 50th St, New York, NY 10020","2127670040",40.760374,-73.981533,3,36,2,"mexican","food_216","South American"
"Moda @ Flatotel","Italian","135 W 52nd St, New York, NY 10019","2128879880",40.761736,-73.980883,2.5,15,3,"italian","food_217","Europe"
"Margon Restaurant Co.","Cuban","136 W 46th St, New York, NY 10036","2123545013",40.757863,-73.9834,4,631,1,"cuban","food_218","South American"
"Subway","Fast Food","136 W 44th St, New York, NY 10036","2128400792",40.756587,-73.984255,2.5,4,1,"sandwiches","food_219","Deli"
"Minar Indian Restaurant","Indian","138 W 46th St, New York, NY 10036","2123984600",40.757882,-73.983439,3.5,289,1,"indpak","food_220","Asian"
"Jimmy's Corner","Bar / Lounge","140 W 44th St, New York, NY 10036","2122219510",40.75662,-73.984331,4,513,1,"sportsbars","food_221","North American"
"Metro Deli/ Ranch #1","Deli","141 W 41st St, New York, NY 10036","2127681111",40.754756,-73.985956,2,6,1,"delis","food_222","Deli"
"Starbucks","Coffee","1500 Broadway, New York, NY 10036","2122217515",40.756856,-73.985973,2.5,78,2,"coffee","food_223","Coffee"
"KFC, Tim Horton, Pizza Hut","Coffee","761 Seventh Ave, New York, NY 10019","2127678347",40.761184,-73.983186,3,63,1,"donuts","food_224","Coffee"
"Tad's Steakhouse","Steakhouse","761 Seventh Ave, New York, NY 10019","2123821164",40.761184,-73.983186,3,106,2,"steak","food_225","Steakhouse"
"Haagen-Dazs","Dessert","761-779 Seventh Ave, New York, NY 10019",NA,40.761184,-73.983186,NA,NA,NA,NA,"food_226","Deli"
"Pizza Hut","Pizza","761-779 Seventh Ave, New York, NY 10019","2127678347",40.761184,-73.983186,1.5,16,2,"pizza","food_227","Pizza"
"T.G.I. Friday's","American","761 Seventh Ave, New York, NY 10019","2127678349",40.761184,-73.983186,1.5,188,2,"tradamerican","food_228","North American"
"Sbarro","Pizza","701 Seventh Ave, New York, NY 10036","2122219725",40.759293,-73.984543,2.5,62,1,"italian","food_229","Pizza"
"Tad's Steak House","Steakhouse","701 Seventh Ave, New York, NY 10036","2127678348",40.759293,-73.984543,4,254,2,"lounges","food_230","Steakhouse"
"Papa John's/Subway","Pizza","765 Eighth Ave, New York, NY 10036","2122451900",40.76029,-73.987572,2,11,1,"pizza","food_231","Pizza"
"Europa Cafe","Deli","787 Seventh Ave, New York, NY 10019","2125812517",40.761955,-73.982622,3,59,1,"sandwiches","food_232","Deli"
"LyBane Wine Bar","Italian","709 Eighth Ave, New York, NY 10036","2125822012",40.758885,-73.988604,3.5,273,2,"mediterranean","food_233","Europe"
"Charley O's","American","713 Eighth Ave, New York, NY 10036","2129770025",40.759011,-73.988514,3,1,1,"comedyclubs","food_234","North American"
"Chicken Bar","American","717 Eighth Ave, New York, NY 10036","2122455111",40.759264,-73.98833,3,48,1,"hotdogs","food_235","North American"
"Starbucks","Coffee","770 Eighth Ave, New York, NY 10036","2128309001",40.760496,-73.987395,3,55,2,"coffee","food_236","Coffee"
"Pigalle","French","790 Eighth Ave, New York, NY 10019","2124892233",40.761127,-73.98694,3,423,2,"french","food_237","Europe"
"A Slice of New York Pizza","Pizza","727 Eighth Ave, New York, NY 10036","2124538970",40.759576,-73.988099,2,113,2,"pizza","food_238","Pizza"
"Tonic Sports Bar & Restaurant","American","727 Seventh Ave, New York, NY 10019","2123821059",40.760059,-73.984005,3.5,455,2,"newamerican","food_239","North American"
"Daniela's Trattoria","Italian","728 Eighth Ave, New York, NY 10036","2128693585",40.759327,-73.988258,3.5,329,2,"italian","food_240","Europe"
"Spice Fusion","Indian","777 Eighth Ave, New York, NY 10036","2127578100",40.76068,-73.987287,4,36,2,"indpak","food_241","Asian"
"Latitude","American","783 Eighth Ave, New York, NY 10036","2122453034",40.760814,-73.987189,3.5,617,2,"tradamerican","food_242","North American"
"Brazil Grill","Brazilian","787 Eighth Ave, New York, NY 10036","2123079449",40.760902,-73.987124,2.5,250,2,"steak","food_243","South American"
"Hawaiian Tropic Zone","American","729 Seventh Ave, New York, NY 10019","2126267312",40.760103,-73.983973,NA,NA,NA,NA,"food_244","North American"
"Houlihan's Restaurant & Bar","American","729 Seventh Ave, New York, NY 10019","2126267316",40.760103,-73.983973,2.5,53,3,"newamerican","food_245","North American"
"Ruby Tuesday","American","7 Times Sq, New York, NY 10036","2123823898",40.755915,-73.986681,3,356,2,"tradamerican","food_246","North American"
"Playwright Celtic Pub","Bar / Lounge","732 Eighth Ave, New York, NY 10036","2123548404",40.759401,-73.988204,3,290,2,"newamerican","food_247","North American"
"Smith's Bar & Restaurant","American","701 Eighth Ave, New York, NY 10036","2122463268",40.758632,-73.988785,3,372,2,"divebars","food_248","North American"
"Pax Foods","Deli","740 Seventh Ave, New York, NY 10019","2123999100",40.760369,-73.983807,3,175,2,"salad","food_249","Deli"
"Godiva Chocolatier, Inc.","Consumables","745 Seventh Ave, New York, NY 10019","2129212193",40.760605,-73.983612,3,19,2,"chocolate","food_250","Other"
"Hale & Hearty","Deli","745 Seventh Ave, New York, NY 10019","2122219666",40.760605,-73.983612,3,59,1,"soup","food_251","Deli"
"Majestic Delication Caf̩","Deli","750 Seventh Ave, New York, NY 10019","2125818249",40.760753,-73.983525,2.5,153,2,"delis","food_252","Deli"
"Ruby Foo's","Pan Asian","750 Seventh Ave, New York, NY 10019","2124895600",40.760753,-73.983525,3,535,2,"asianfusion","food_253","Asian"
"Starbucks","Coffee","750 Seventh Ave, New York, NY 10019","2129740032",40.760753,-73.983525,2,36,2,"coffee","food_254","Coffee"
"Kodama Sushi","Japanese","301 W 45th St, New York, NY 10036","2125828065",40.759351,-73.988814,3.5,393,2,"sushi","food_255","Asian"
"Mean Fiddler, The","Bar / Lounge","266 W 47th St, New York, NY 10036","2123542950",40.76001,-73.986557,4,331,2,"irish_pubs","food_256","North American"
"Midtown Gourmet Deli","Deli","840 Eighth Ave, New York, NY 10019","2125866433",40.762694,-73.985799,NA,NA,NA,NA,"food_257","Deli"
"Nan King Chinese Cuisine","Chinese","1632 Broadway, New York, NY 10019","2125863100",40.761516,-73.983976,2.5,269,2,"chinese","food_258","Asian"
"Patzeria Pizza","Pizza","231 W 46th St, New York, NY 10036","2125757646",40.759101,-73.986276,4,1330,1,"pizza","food_259","Pizza"
"Piano Due","American","151 W 51st St, New York, NY 10019","2123999400",40.761324,-73.981846,4,18,3,"italian","food_260","North American"
"Sombrero","Mexican","303 W 48th St, New York, NY 10036","2125864853",40.76124,-73.987478,2.5,252,2,"mexican","food_261","South American"
"Thalia Kitchen","Italian","828 Eighth Ave, New York, NY 10019","2123994444",40.762192,-73.986164,3.5,758,2,"newamerican","food_262","Europe"
"Tom and Toon","Thai","245 W 51st St, New York, NY 10019",NA,40.762439,-73.984492,4,42,2,"thai","food_263","Asian"
"Grand Sichuan","Chinese","368 W 46th St, New York, NY 10036",NA,40.760548,-73.989734,NA,NA,NA,NA,"food_264","Asian"
"Chopp't","Deli","1460 Broadway, New York, NY 10036",NA,40.754998,-73.986284,NA,NA,NA,NA,"food_265","Deli"
"Glass House Tavern","American","252 W 47th St
Storefront, New York, NY 10036","2127304800",40.759906,-73.986312,3.5,267,3,"newamerican","food_266","North American"
"Off Broadway Deli/ Pizza","Deli","726 Eighth Ave, New York, NY 10036",NA,40.759291,-73.988287,NA,NA,NA,NA,"food_267","Deli"
"Z Deli-Pizzeria","Pizza","803 Eighth Ave, New York, NY 10019","2123151659",40.761371,-73.986785,3.5,64,1,"pizza","food_268","Pizza"
"Zheng's Lucky Sunday Garden","Chinese","856 Eighth Ave, New York, NY 10019","2124593607",40.763207,-73.985423,1.5,8,2,"chinese","food_269","Asian"
"Charley O's","American","1611 Broadway, New York, NY 10019","2122461960",40.760696,-73.984568,1,5,2,"tradamerican","food_270","North American"
"Amadeus Pizza","Pizza","856 Eighth Ave, New York, NY 10019","2124896187",40.763207,-73.985423,3,186,1,"pizza","food_271","Pizza"
"Andy's Deli & Natural Foods","Deli","270 W 47th St, New York, NY 10036",NA,40.76004,-73.98663,NA,NA,NA,NA,"food_272","Deli"
"Angus McIndoe Restaurant","American","258 West 44th Street, New York, NY 10036","2122219222",40.758108,-73.987861,3,108,2,"newamerican","food_273","North American"
"Brazil Brazil","Brazilian","328 W 46th St, New York, NY 10036","2129574300",40.760205,-73.988922,3.5,327,2,"brazilian","food_274","South American"
"Sofia's","Italian","221 W 46th St, New York, NY 10036","2127195799",40.759025,-73.986092,2,66,2,"italian","food_275","Europe"
"VACANT (frmerly Starbucks)","Coffee","1600 Broadway
Storefront, New York, NY 10019",NA,40.76035,-73.984713,NA,NA,NA,NA,"food_276","Coffee"
"Cafe Nicole @ Novotel","French","226 W 52nd St, New York, NY 10019","9517298661",40.762897,-73.983683,3.5,161,3,"hotels","food_277","Europe"
"Cafe Edison","American","228 W 47th St, New York, NY 10036","2128405000",40.759727,-73.985886,3,150,1,"diners","food_278","North American"
"Ciro Trattoria","Italian","813 Eighth Ave, New York, NY 10019","2123075484",40.761569,-73.98664,3,18,2,"italian","food_279","Europe"
"Olympic Restaurant","American","807 Eighth Ave, New York, NY 10019","2129563230",40.761451,-73.986727,3,57,1,"diners","food_280","North American"
"Emmett O'Lunney's","Bar / Lounge","210 W 50th St, New York, NY 10019","2129575100",40.76156,-73.984395,4,224,2,"irish","food_281","North American"
"Maxie's Delicatessen","Deli","723 Seventh Ave, New York, NY 10019","2123981118",40.759974,-73.984067,2,65,2,"breakfast_brunch","food_282","Deli"
"Cyber Cafe","Deli","250 W 49th St, New York, NY 10019",NA,40.761193,-73.985478,NA,NA,NA,NA,"food_283","Deli"
"Palm Restaurant","Steakhouse","250 W 50th St, New York, NY 10019","2123337256",40.76183,-73.985034,3.5,339,4,"steak","food_284","Steakhouse"
"Jade Terrace","Chinese","268 W 47th St, New York, NY 10036","2123983800",40.760024,-73.986594,1.5,2,1,"chinese","food_285","Asian"
"vacant (Red Mango)","Dessert","723 Eighth Ave, New York, NY 10036","2123150101",40.75945,-73.988193,4,42,2,"icecream","food_286","Deli"
"Russian Vodka Room","Russian","265 W 52nd St, New York, NY 10019","2123075835",40.763183,-73.984315,4,487,2,"lounges","food_287","Europe"
"Katen Sushi Bar","Japanese","1535 Broadway
8th Floor, New York, NY 10036","2123981900",40.758267,-73.985468,3,12,3,"sushi","food_288","Asian"
"Rum House","Bar / Lounge","228 W 47th St, New York, NY 10036","2128693005",40.759727,-73.985886,4,451,2,"lounges","food_289","North American"
"Hudson's Sports Bar & Grill","American","811 Seventh Ave, New York, NY 10019","2128416551",40.762674,-73.982095,NA,NA,NA,NA,"food_290","North American"
"Russo's Steak and Pasta","American","790 Seventh Ave, New York, NY 10019","2126218523",40.762005,-73.982612,NA,NA,NA,NA,"food_291","North American"
"Starlite Deli","Deli","212 W 44th St, New York, NY 10036","2128401859",40.757531,-73.986493,3.5,39,1,"delis","food_292","Deli"
"Villa Pizza","Pizza","662 Eighth Ave, New York, NY 10036","2123022941",40.757381,-73.989669,2,47,2,"pizza","food_293","Pizza"
"Harmony View","Bar / Lounge","210 W 50th St, New York, NY 10019","2129575100",40.76156,-73.984395,4,224,2,"irish","food_294","North American"
"Pearls","Chinese","732 Seventh Ave, New York, NY 10019","2125827380",40.760177,-73.983944,3,36,1,"chinese","food_295","Asian"
"Frankie & Johnnie's Steakhouse","Steakhouse","269 W 45th St, New York, NY 10036","2129979494",40.758863,-73.987641,3.5,202,3,"steak","food_296","Steakhouse"
"Times Square Hot Bagels","Deli","200 W 44th St, New York, NY 10036","2129977300",40.757405,-73.98619,3.5,88,1,"bagels","food_297","Deli"
"Brasserie 1605","American","1605 Broadway, New York, NY 10019","2123156195",40.760537,-73.984644,3,23,2,"brasseries","food_298","North American"
"La Masseria","Italian","235 W 48th St, New York, NY 10036","2125822111",40.760476,-73.985666,4,483,3,"italian","food_299","Europe"
"Teriyaki Boy (month to month)","Japanese","732 Seventh Ave, New York, NY 10019","2122658181",40.760177,-73.983944,3.5,44,1,"japanese","food_300","Asian"
"Hourglass Tavern",NA,"373 W 46th St, New York, NY 10036","2122652060",40.760598,-73.989803,4,631,2,"tradamerican","food_301","Other"
"Mama Sbarro's","Pizza","1606 Broadway, New York, NY 10019","2127684194",40.760556,-73.984615,3,11,1,"pizza","food_302","Pizza"
"Yoshinoya Beef Bowl Restaurant","Japanese","255 W 42nd St, New York, NY 10036","2127039940",40.756892,-73.988958,2.5,130,1,"japanese","food_303","Asian"
"Natsumi Restaurant, Bar & Lounge","Japanese","226 W 50th St, New York, NY 10019","2122582988",40.761668,-73.984651,4,658,3,"sushi","food_304","Asian"
"Brooklyn Diner","Diner","155 W 43rd St, New York, NY 10036","2122655400",40.756082,-73.984948,3,453,2,"diners","food_305","Deli"
"Chevys Fresh Mex","Mexican","259 W 42nd St, New York, NY 10036","2123024010",40.756917,-73.989016,3,611,2,"mexican","food_306","South American"
"Tasti D-Lite","Dessert","1588 Broadway, New York, NY 10036","2129774000",40.759873,-73.984915,3,273,3,"hotels","food_307","Deli"
"Carve: Unique Sandwiches","American","768 Eighth Ave, New York, NY 10036","2127304949",40.760309,-73.987532,3.5,291,1,"sandwiches","food_308","North American"
"Starbucks (@ Marriott)","Coffee","1535 Broadway, New York, NY 10036","2123981900",40.758267,-73.985468,2,16,1,"coffee","food_309","Coffee"
"Ray's Famous Pizza","Pizza","736 Seventh Ave, New York, NY 10019","2129567297",40.760273,-73.983875,2.5,308,1,"pizza","food_310","Pizza"
"Jamba Juice","Deli","1700 17th Street, New York, NY NA","2125821915",NA,NA,2.9,34,1,"juicebars","food_311","Deli"
"vacant (8th Avenue Pavilion Flea Market)","Consumables","675 Eighth Ave, New York, NY 10036",NA,40.757705,-73.98946,NA,NA,NA,NA,"food_312","Other"
"Bond 45","Italian","154 West 45th St, New York, NY 10036","2128694545",40.757408,-73.98423,3.5,471,3,"italian","food_313","Europe"
"Pax World","Deli","225 W 42nd St, New York, NY 10036","8007671729",40.756508,-73.988042,NA,NA,NA,NA,"food_314","Deli"
"705 8th Avenue (8th Avenue Food Court)","Deli","705 Eighth Ave
Storefront, New York, NY 10036",NA,40.758759,-73.988695,3,28,1,"chicken_wings","food_315","Deli"
"Avenue Restaurant @ Sheraton Hilton Hotel","American","811 Seventh Ave, New York, NY 10019","2125813300",40.762674,-73.982095,2,468,2,"hotels","food_316","North American"
"Azalea","Italian","224 W 51st St, New York, NY 10019","2122620105",40.76228,-73.984164,4,203,3,"italian","food_317","Europe"
"Bella Vita","Italian","211 W 43rd St, New York, NY 10036","2127301479",40.756983,-73.987081,3,437,2,"italian","food_318","Europe"
"Bistro Caterers","Catering","155 W 51st St, New York, NY 10019",NA,40.761346,-73.981901,3,12,1,"catering","food_319","Other"
"CAF? @ Times Square","Deli","159 W 46th St, New York, NY 10036","2123917351",40.758066,-73.983829,3.5,3,1,"delis","food_320","Deli"
"Chipotle Mexican grill","Mexican","854 Eighth Ave, New York, NY 10019","2127574312",40.763166,-73.985452,2.5,90,2,"hotdogs","food_321","South American"
"Famous Dave's B-B-Q","Barbecue","169 W 47th St, New York, NY 10036","2127641899",40.758777,-73.983583,3.2,49,2.5,"salad","food_322","Other"
"Famous Famiglia Pizza","Pizza","686 Eighth Ave, New York, NY 10036","2123823030",40.758163,-73.989099,3,115,1,"pizza","food_323","Pizza"
"Fu Ying","Chinese","811 Eighth Ave, New York, NY 10019","2124895008",40.761531,-73.986669,3,28,1,"chinese","food_324","Asian"
"Green Symphony","Organic","255 W 43rd St, New York, NY 10036","2123914747",40.757359,-73.987973,4,406,1,"vegetarian","food_325","Other"
"Haru","Japanese","205 W 43rd St, New York, NY 10036","2123989810",40.75693,-73.986959,3.5,580,2,"japanese","food_326","Asian"
"Insieme @ The Michaelangelo","Italian","777 Seventh Ave, New York, NY 10019","2125821310",40.761571,-73.9829,NA,NA,NA,NA,"food_327","Europe"
"Starbucks","Coffee","684 Eighth Ave, New York, NY 10036","2123989702",40.758108,-73.989139,2.5,63,2,"coffee","food_328","Coffee"
"Metromet, Inc.","Catering","224 West 49th Street
Suite 1619, New York, NY 10019",NA,40.761014,-73.985052,NA,NA,NA,NA,"food_329","Other"
"Barbetta Restaurant","Italian","321 West 46th Street, New York, NY 10036","2122469171",40.76015,-73.988749,3.5,186,3,"italian","food_330","Europe"
"Le Bernardin","French","155 West 51st., New York, NY NA","2125541515",NA,NA,4.5,2087,4,"french","food_331","Europe"
